ClientName,DivisionName,ModeOrder,ModeName,Description,Qty
"Craytek, Inc.","Craytek, Inc.",2,Inserts,HIPAA Certificate,2
Cristo Rey Jesuit College Preparatory School TERM EFF 9/30/2021,Cristo Rey Jesuit College Preparatory School,1,Letters,Conversion Option Notice,1
Cristo Rey Jesuit College Preparatory School TERM EFF 9/30/2021,Cristo Rey Jesuit College Preparatory School,1,Letters,Late Payment Reminder,1
Crittenton Consulting Group,"6K Systems, Inc.",1,Letters,COBRA General Rights Notice,1
Crittenton Consulting Group,"6K Systems, Inc.",1,Letters,COBRA Specific Rights Notice Letter,1
Crittenton Consulting Group,"6K Systems, Inc.",1,Letters,COBRA Termination Notice,1
Crittenton Consulting Group,"6K Systems, Inc.",1,Letters,Late Payment Reminder,1
Crittenton Consulting Group,"6K Systems, Inc.",1,Letters,Plan Change Notice,1
Crittenton Consulting Group,"6K Systems, Inc.",2,Inserts,HIPAA Certificate,2
CroppMetcalfe Inc-COBRA Terming 12-31-21,CroppMetcalfe Inc,1,Letters,COBRA Specific Rights Notice Letter,1
CroppMetcalfe Inc-COBRA Terming 12-31-21,CroppMetcalfe Inc,1,Letters,Plan Change Notice,1
CroppMetcalfe Inc-COBRA Terming 12-31-21,CroppMetcalfe Inc,2,Inserts,HIPAA Certificate,1
Curtain Wall Design & Consulting Inc.,Curtain Wall Design & Consulting Inc.,1,Letters,COBRA Specific Rights Notice Letter,4
Curtain Wall Design & Consulting Inc.,Curtain Wall Design & Consulting Inc.,2,Inserts,HIPAA Certificate,3
Curtis Bay Energy Inc,Curtis Bay Energy Inc,1,Letters,COBRA General Rights Notice,24
Curtis Bay Energy Inc,Curtis Bay Energy Inc,1,Letters,COBRA Specific Rights Notice Letter,6
Curtis Bay Energy Inc,Curtis Bay Energy Inc,2,Inserts,HIPAA Certificate,6
"D & R Machine Co., Inc.","D & R Machine Co., Inc.",1,Letters,COBRA Specific Rights Notice Letter,1
"D & R Machine Co., Inc.","D & R Machine Co., Inc.",1,Letters,Partial Payment Notice,1
"D & R Machine Co., Inc.","D & R Machine Co., Inc.",1,Letters,QB Open Enrollment Notification,8
"D & R Machine Co., Inc.","D & R Machine Co., Inc.",2,Inserts,HIPAA Certificate,1
"D'Lauro & Rodgers, Inc.","D'Lauro & Rodgers, Inc.",1,Letters,Conversion Option Notice,1
Data Computer Corporation of America,DCCA,1,Letters,45 Day Notice With No Payment,2
Data Computer Corporation of America,DCCA,1,Letters,COBRA General Rights Notice,1
Data Computer Corporation of America,DCCA,1,Letters,COBRA Specific Rights Notice Letter,3
Data Computer Corporation of America,DCCA,1,Letters,COBRA Termination Notice,2
Data Computer Corporation of America,DCCA,1,Letters,Enrollment Confirmation Notice,2
Data Computer Corporation of America,DCCA,1,Letters,Late Payment Reminder,2
Data Computer Corporation of America,DCCA,1,Letters,Medicare Notice,2
Data Computer Corporation of America,DCCA,1,Letters,Partial Payment Notice,2
Data Computer Corporation of America,DCCA,1,Letters,Plan Change Notice,1
Data Computer Corporation of America,DCCA,2,Inserts,HIPAA Certificate,2
Dawn Enterprises,Dawn Enterprises,1,Letters,Late Payment Reminder,1
"Deerfield Management Company, L.P. Series C",CURE EXPERIENCE SERVICES LLC,1,Letters,COBRA General Rights Notice,1
"Deerfield Management Company, L.P. Series C","DEERFIELD MANAGEMENT COMPANY, L.P. SERIES C",1,Letters,45 Day Notice With No Payment,1
"Deerfield Management Company, L.P. Series C","DEERFIELD MANAGEMENT COMPANY, L.P. SERIES C",1,Letters,COBRA General Rights Notice,3
"Deerfield Management Company, L.P. Series C","DEERFIELD MANAGEMENT COMPANY, L.P. SERIES C",1,Letters,COBRA Specific Rights Notice Letter,2
"Deerfield Management Company, L.P. Series C","DEERFIELD MANAGEMENT COMPANY, L.P. SERIES C",1,Letters,COBRA Termination Notice,2
"Deerfield Management Company, L.P. Series C","DEERFIELD MANAGEMENT COMPANY, L.P. SERIES C",1,Letters,Conversion Option Notice,1
"Deerfield Management Company, L.P. Series C","DEERFIELD MANAGEMENT COMPANY, L.P. SERIES C",1,Letters,Late Payment Reminder,3
"Deerfield Management Company, L.P. Series C","DEERFIELD MANAGEMENT COMPANY, L.P. SERIES C",1,Letters,Open Election Summary,1
"Deerfield Management Company, L.P. Series C","DEERFIELD MANAGEMENT COMPANY, L.P. SERIES C",1,Letters,Plan Change Notice,7
"Deerfield Management Company, L.P. Series C","DEERFIELD MANAGEMENT COMPANY, L.P. SERIES C",2,Inserts,HIPAA Certificate,4
Delaware Valley Concrete Co Inc,DELAWARE VALLEY CONCRETE CO IN,1,Letters,COBRA Specific Rights Notice Letter,3
Delaware Valley Concrete Co Inc,DELAWARE VALLEY CONCRETE CO IN,1,Letters,Plan Change Notice,27
Delaware Valley Concrete Co Inc,DELAWARE VALLEY CONCRETE CO IN,1,Letters,QB Open Enrollment Notification,43
Delaware Valley Concrete Co Inc,DELAWARE VALLEY CONCRETE CO IN,2,Inserts,HIPAA Certificate,3
Delaware Valley Concrete Co Inc,Material Delivery Service,1,Letters,Plan Change Notice,1
Delaware Valley Concrete Co Inc,Material Delivery Service,1,Letters,QB Open Enrollment Notification,2
"Dell Retirement Services, Inc.","Dell Retirement Services, Inc.",1,Letters,COBRA Specific Rights Notice Letter,2
"Dell Retirement Services, Inc.","Dell Retirement Services, Inc.",2,Inserts,HIPAA Certificate,2
"Dell Retirement Services, Inc.",Meadows Management,1,Letters,COBRA Specific Rights Notice Letter,4
"Dell Retirement Services, Inc.",Meadows Management,2,Inserts,HIPAA Certificate,3
Democratic Attorneys General Association Inc.,DAGA,1,Letters,COBRA General Rights Notice,1
Democratic Attorneys General Association Inc.,DAGA,1,Letters,COBRA Specific Rights Notice Letter,2
Democratic Attorneys General Association Inc.,DAGA,1,Letters,Enrollment Confirmation Notice,1
Democratic Attorneys General Association Inc.,DAGA,2,Inserts,HIPAA Certificate,2
"Denovo Administrative Services, LLC","Denovo Administrative Services, LLC",1,Letters,COBRA Specific Rights Notice Letter,1
"Denovo Administrative Services, LLC","Denovo Administrative Services, LLC",2,Inserts,HIPAA Certificate,1
Deugro USA Inc,Deugro USA Inc,1,Letters,COBRA General Rights Notice,2
Deugro USA Inc,Deugro USA Inc,1,Letters,Conversion Option Notice,1
Deugro USA Inc,Deugro USA Inc,1,Letters,Late Payment Reminder,2
"Dickie Brennan and Co., LLC",Bourbon House,1,Letters,COBRA Specific Rights Notice Letter,3
"Dickie Brennan and Co., LLC",Bourbon House,1,Letters,Late Payment Reminder,1
"Dickie Brennan and Co., LLC",Bourbon House,2,Inserts,HIPAA Certificate,1
"Dickie Brennan and Co., LLC",Dickie Brennan Steakhouse,1,Letters,COBRA Specific Rights Notice Letter,1
"Dickie Brennan and Co., LLC",Dickie Brennan Steakhouse,2,Inserts,HIPAA Certificate,1
"Dickie Brennan and Co., LLC",Tableau,1,Letters,COBRA Specific Rights Notice Letter,2
"Dickie Brennan and Co., LLC",Tableau,1,Letters,Late Payment Reminder,1
"Dickie Brennan and Co., LLC",Tableau,1,Letters,Plan Change Notice,1
"Dickie Brennan and Co., LLC",Tableau,2,Inserts,HIPAA Certificate,2
Digital Promise Global,Digital Promise Global,1,Letters,COBRA Specific Rights Notice Letter,2
Digital Promise Global,Digital Promise Global,2,Inserts,HIPAA Certificate,2
Diversified Staffing Group dba Top Stack,Diversified Staffing Group dba Top Stack,1,Letters,COBRA General Rights Notice,1
Diversified Staffing Group dba Top Stack,Diversified Staffing Group dba Top Stack,1,Letters,Late Payment Reminder,1
Divine Savior Church & Academy TERM EFF 3/31/2021,Divine Savior Church & Academy,1,Letters,COBRA Termination Notice,1
Divine Savior Church & Academy TERM EFF 3/31/2021,Divine Savior Church & Academy,2,Inserts,HIPAA Certificate,1
Dom N' Tom,Dom N' Tom,1,Letters,COBRA Specific Rights Notice Letter,2
Dom N' Tom,Dom N' Tom,2,Inserts,HIPAA Certificate,2
Dometic Corporation,Dometic Corporation,1,Letters,Plan Change Notice,1
Dometic Corporation,Dometic Corporation,1,Letters,Takeover Notice,1
"Doormark, Inc.","Doormark, Inc.",1,Letters,Plan Change Notice,6
"Downtown Women OB-GYN Associates, LLP","Downtown Women OB-GYN Associates, LLP",1,Letters,COBRA Termination Notice,1
"Downtown Women OB-GYN Associates, LLP","Downtown Women OB-GYN Associates, LLP",1,Letters,Plan Change Notice,1
"Downtown Women OB-GYN Associates, LLP","Downtown Women OB-GYN Associates, LLP",2,Inserts,HIPAA Certificate,1
Dr. Shelly David Senders MD Inc,Senders Pediatrics,1,Letters,Late Payment Reminder,1
Dr. Shelly David Senders MD Inc,Senders Pediatrics,1,Letters,QB Premium Coupon Book,1
"Dress Code NY, Inc","Dress Code NY, Inc",1,Letters,Plan Change Notice,1
Dufrene Machinery Inc.,RAR Electric,1,Letters,45 Day Notice With No Payment,1
Dufrene Machinery Inc.,RAR Electric,1,Letters,COBRA Specific Rights Notice Letter,1
Dufrene Machinery Inc.,RAR Electric,1,Letters,Plan Change Notice,5
Dufrene Machinery Inc.,RAR Electric,2,Inserts,HIPAA Certificate,1
Dutch Country Hardware Inc.,Dutch Country Hardware Inc.,1,Letters,Late Payment Reminder,1
DVL Group Inc.,DVL Group Inc.,1,Letters,COBRA General Rights Notice,1
DVL Group Inc.,DVL Group Inc.,1,Letters,Open Enrollment Reminder,3
DVL Group Inc.,DVL Group Inc.,1,Letters,Plan Change Notice,4
DVL Group Inc.,DVL Group Inc.,1,Letters,QB Open Enrollment Notification,4
"Eastern Sign Tech, LLC","Eastern Sign Tech, LLC",1,Letters,Conversion Option Notice,1
Eastlake Church,Eastlake Church,1,Letters,COBRA General Rights Notice,1
Eastlake Church,Eastlake Church,1,Letters,COBRA Specific Rights Notice Letter,1
Eastlake Church,Eastlake Church,2,Inserts,HIPAA Certificate,1
Easton Porter Group LLC,Andrews Hospitality LLC,1,Letters,COBRA General Rights Notice,2
Easton Porter Group LLC,Cannon Green Charleston,1,Letters,COBRA Specific Rights Notice Letter,1
Easton Porter Group LLC,Cannon Green Charleston,2,Inserts,HIPAA Certificate,1
Easton Porter Group LLC,Pippin Hill Farm & Vineyards,1,Letters,COBRA General Rights Notice,2
Easton Porter Group LLC,Pippin Hill Farm & Vineyards,1,Letters,COBRA Specific Rights Notice Letter,3
Easton Porter Group LLC,Pippin Hill Farm & Vineyards,2,Inserts,HIPAA Certificate,3
"Edenbridge Pharmaceuticals, LLC","Edenbridge Pharmaceuticals, LLC",1,Letters,COBRA Specific Rights Notice Letter,1
"Edenbridge Pharmaceuticals, LLC","Edenbridge Pharmaceuticals, LLC",1,Letters,Plan Change Notice,8
"Edenbridge Pharmaceuticals, LLC","Edenbridge Pharmaceuticals, LLC",2,Inserts,HIPAA Certificate,1
Edgar Cayce's Association for Research & Enlighten,Edgar Cayce's Association for Research & Enlighten,1,Letters,COBRA Specific Rights Notice Letter,1
Edgar Cayce's Association for Research & Enlighten,Edgar Cayce's Association for Research & Enlighten,1,Letters,Late Payment Reminder,1
Edgar Cayce's Association for Research & Enlighten,Edgar Cayce's Association for Research & Enlighten,1,Letters,Plan Change Notice,1
Edgar Cayce's Association for Research & Enlighten,Edgar Cayce's Association for Research & Enlighten,2,Inserts,HIPAA Certificate,1
EJD Transport,,1,Letters,COBRA Specific Rights Notice Letter,2
EJD Transport,,2,Inserts,HIPAA Certificate,2
Elba Medical Distributors Inc,Elba Medical,1,Letters,Conversion Option Notice,1
Ellsworth Farmers Exchange,Ellsworth Farmers Exchange,1,Letters,COBRA General Rights Notice,1
Ellsworth Farmers Exchange,Ellsworth Farmers Exchange,1,Letters,COBRA Specific Rights Notice Letter,2
Ellsworth Farmers Exchange,Ellsworth Farmers Exchange,1,Letters,Insignificant Payment Notice,2
Ellsworth Farmers Exchange,Ellsworth Farmers Exchange,1,Letters,Open Enrollment Reminder,1
Ellsworth Farmers Exchange,Ellsworth Farmers Exchange,1,Letters,Partial Payment Notice,4
Ellsworth Farmers Exchange,Ellsworth Farmers Exchange,1,Letters,Plan Change Notice,18
Ellsworth Farmers Exchange,Ellsworth Farmers Exchange,1,Letters,QB Open Enrollment Notification,11
Ellsworth Farmers Exchange,Ellsworth Farmers Exchange,2,Inserts,HIPAA Certificate,2
Elnik Systems,Elnik Systems,1,Letters,Late Payment Reminder,1
Elnik Systems,Elnik Systems,1,Letters,Plan Change Notice,1
"Emerald Standard Services, Inc.","Emerald Standard Services, Inc.",1,Letters,COBRA General Rights Notice,2
"Emerald Standard Services, Inc.","Emerald Standard Services, Inc.",1,Letters,COBRA Specific Rights Notice Letter,2
"Emerald Standard Services, Inc.","Emerald Standard Services, Inc.",2,Inserts,HIPAA Certificate,2
"Emerging Vision, Inc.",Sterling Optical,1,Letters,COBRA Specific Rights Notice Letter,1
"Emerging Vision, Inc.",Sterling Optical,1,Letters,Late Payment Reminder,1
"Emerging Vision, Inc.",Sterling Optical,2,Inserts,HIPAA Certificate,1
EMM LOANS LLC,EMM LOANS LLC,1,Letters,COBRA General Rights Notice,3
EMM LOANS LLC,EMM LOANS LLC,1,Letters,COBRA Specific Rights Notice Letter,6
EMM LOANS LLC,EMM LOANS LLC,1,Letters,Enrollment Confirmation Notice,1
EMM LOANS LLC,EMM LOANS LLC,1,Letters,Late Payment Reminder,3
EMM LOANS LLC,EMM LOANS LLC,1,Letters,Open Enrollment Reminder,35
EMM LOANS LLC,EMM LOANS LLC,1,Letters,Plan Change Notice,44
EMM LOANS LLC,EMM LOANS LLC,1,Letters,QB Open Enrollment Notification,47
EMM LOANS LLC,EMM LOANS LLC,2,Inserts,HIPAA Certificate,6
Employee Owned Holdings Inc.,Employee Owned Holdings Inc.,1,Letters,COBRA General Rights Notice,4
Employee Owned Holdings Inc.,Gulf Controls Company Inc,1,Letters,COBRA Specific Rights Notice Letter,2
Employee Owned Holdings Inc.,Gulf Controls Company Inc,2,Inserts,HIPAA Certificate,1
Employee Owned Holdings Inc.,Hydraquip Custom Systems Inc,1,Letters,Late Payment Reminder,1
Employee Owned Holdings Inc.,Hydraquip Distribution Inc,1,Letters,COBRA Specific Rights Notice Letter,2
Employee Owned Holdings Inc.,Hydraquip Distribution Inc,2,Inserts,HIPAA Certificate,2
Employee Owned Holdings Inc.,Supreme Integrated Technology,1,Letters,45 Day Notice With No Payment,1
Employee Owned Holdings Inc.,Supreme Integrated Technology,1,Letters,COBRA Specific Rights Notice Letter,4
Employee Owned Holdings Inc.,Supreme Integrated Technology,2,Inserts,HIPAA Certificate,3
Enerco Group Inc.,Enerco Group Inc.,1,Letters,COBRA General Rights Notice,9
Energy Capital Credit Union,Energy Capital Credit Union,1,Letters,COBRA Specific Rights Notice Letter,7
Energy Capital Credit Union,Energy Capital Credit Union,2,Inserts,HIPAA Certificate,7
Enterprise-Knowledge,enterprise-knowledge,1,Letters,45 Day Notice With No Payment,1
Enterprise-Knowledge,enterprise-knowledge,1,Letters,COBRA General Rights Notice,2
Enterprise-Knowledge,enterprise-knowledge,1,Letters,COBRA Specific Rights Notice Letter,2
Enterprise-Knowledge,enterprise-knowledge,1,Letters,Conversion Option Notice,1
Enterprise-Knowledge,enterprise-knowledge,1,Letters,Enrollment Confirmation Notice,1
Enterprise-Knowledge,enterprise-knowledge,1,Letters,Late Payment Reminder,1
Enterprise-Knowledge,enterprise-knowledge,1,Letters,Plan Change Notice,1
Enterprise-Knowledge,enterprise-knowledge,2,Inserts,HIPAA Certificate,1
"Estate Investments Group, LLC","Estate Investments Group, LLC",1,Letters,COBRA Specific Rights Notice Letter,3
"Estate Investments Group, LLC","Estate Investments Group, LLC",2,Inserts,HIPAA Certificate,1
Eye Specialist Surgeons of Northern VA,Eye Specialist Surgeons of Northern VA,1,Letters,COBRA General Rights Notice,1
Eye Specialist Surgeons of Northern VA,Eye Specialist Surgeons of Northern VA,1,Letters,Plan Change Notice,3
Eye Specialist Surgeons of Northern VA,Full Time Employees,1,Letters,Plan Change Notice,1
Fair Salvage Company,Fair Salvage Company,1,Letters,COBRA Termination Notice,1
Fair Salvage Company,Fair Salvage Company,1,Letters,Plan Change Notice,1
Fair Salvage Company,Fair Salvage Company,2,Inserts,HIPAA Certificate,1
Family Health Psychiatric & Counseling Center,Family Health Psychiatric & Counseling Center,1,Letters,Plan Change Notice,3
"Finca Microfinance Global Services, LLC",Domestic US,1,Letters,Plan Change Notice,8
"Finca Microfinance Global Services, LLC",Finca Impact,1,Letters,Late Payment Reminder,1
"Finca Microfinance Global Services, LLC",Finca Impact,1,Letters,Plan Change Notice,2
First Community Bank,First Community Bank,1,Letters,COBRA General Rights Notice,1
First Community Bank,First Community Bank,1,Letters,COBRA Specific Rights Notice Letter,1
First Community Bank,First Community Bank,1,Letters,Conversion Option Notice,1
First Community Bank,First Community Bank,2,Inserts,HIPAA Certificate,1
First Continental Mortgage LTD. TERM EFF 12/31/2022,BHome Mortgage,1,Letters,Late Payment Reminder,1
First Continental Mortgage LTD. TERM EFF 12/31/2022,FC Lending LTD,1,Letters,Late Payment Reminder,1
First Continental Mortgage LTD. TERM EFF 12/31/2022,First Continental Mortgage LTD,1,Letters,COBRA General Rights Notice,1
First Continental Mortgage LTD. TERM EFF 12/31/2022,First Continental Mortgage LTD,1,Letters,COBRA Specific Rights Notice Letter,1
First Continental Mortgage LTD. TERM EFF 12/31/2022,First Continental Mortgage LTD,2,Inserts,HIPAA Certificate,1
First Continental Mortgage LTD. TERM EFF 12/31/2022,Priority Home Mortgage LP,1,Letters,COBRA General Rights Notice,1
First Continental Mortgage LTD. TERM EFF 12/31/2022,Priority Home Mortgage LP,1,Letters,COBRA Specific Rights Notice Letter,1
First Continental Mortgage LTD. TERM EFF 12/31/2022,Priority Home Mortgage LP,2,Inserts,HIPAA Certificate,1
"Firstlantic Healthcare Management Group, Inc.","Firstlantic Healthcare Management Group, Inc.",1,Letters,COBRA General Rights Notice,1
"Firstlantic Healthcare Management Group, Inc.","Firstlantic Healthcare Management Group, Inc.",1,Letters,COBRA Specific Rights Notice Letter,1
Florida Institute of CPAs,Florida Institute of CPAs,1,Letters,COBRA General Rights Notice,8
Florida Institute of CPAs,Florida Institute of CPAs,1,Letters,Late Payment Reminder,2
Florida Institute of CPAs,Florida Institute of CPAs,1,Letters,Open Enrollment Reminder,4
Florida Institute of CPAs,Florida Institute of CPAs,1,Letters,Plan Change Notice,2
Flotech Inc,Flotech Inc,1,Letters,COBRA Specific Rights Notice Letter,1
Flotech Inc,Flotech Inc,1,Letters,Conversion Option Notice,1
Flotech Inc,Flotech Inc,1,Letters,Open Enrollment Reminder,1
Flotech Inc,Flotech Inc,1,Letters,QB Open Enrollment Notification,21
Flotech Inc,Flotech Inc,2,Inserts,HIPAA Certificate,1
Four Corners Tavern Group,Four Corners Tavern Group,1,Letters,COBRA General Rights Notice,1
Four Corners Tavern Group,Four Corners Tavern Group,1,Letters,COBRA Termination Notice,1
Four Corners Tavern Group,Four Corners Tavern Group,1,Letters,Conversion Option Notice,27
Four Corners Tavern Group,Four Corners Tavern Group,1,Letters,Late Payment Reminder,1
Four Corners Tavern Group,Four Corners Tavern Group,2,Inserts,HIPAA Certificate,1
Fox Subacute Management Inc.,Fox Subacute- Clara Burke,1,Letters,COBRA General Rights Notice,1
Fox Subacute Management Inc.,Fox Subacute- Clara Burke,1,Letters,COBRA Specific Rights Notice Letter,3
Fox Subacute Management Inc.,Fox Subacute- Clara Burke,2,Inserts,HIPAA Certificate,3
Fox Subacute Management Inc.,Fox Subacute- Mechanicsburg,1,Letters,COBRA Specific Rights Notice Letter,4
Fox Subacute Management Inc.,Fox Subacute- Mechanicsburg,1,Letters,COBRA Termination Notice,1
Fox Subacute Management Inc.,Fox Subacute- Mechanicsburg,1,Letters,Enrollment Confirmation Notice,1
Fox Subacute Management Inc.,Fox Subacute- Mechanicsburg,2,Inserts,HIPAA Certificate,5
Fox Subacute Management Inc.,Fox Subacute- South Philadelphia,1,Letters,COBRA General Rights Notice,2
Fox Subacute Management Inc.,Fox Subacute- South Philadelphia,1,Letters,COBRA Specific Rights Notice Letter,2
Fox Subacute Management Inc.,Fox Subacute- South Philadelphia,2,Inserts,HIPAA Certificate,2
Fox Subacute Management Inc.,Fox Subacute- Warrington,1,Letters,COBRA General Rights Notice,1
Fox Subacute Management Inc.,Fox Subacute- Warrington,1,Letters,COBRA Specific Rights Notice Letter,1
Fox Subacute Management Inc.,Fox Subacute- Warrington,2,Inserts,HIPAA Certificate,1
Friedman Kaplan Seiler & Adelman LLP,Friedman Kaplan Seiler & Adelman LLP,1,Letters,45 Day Notice With No Payment,1
Friedman Kaplan Seiler & Adelman LLP,Friedman Kaplan Seiler & Adelman LLP,1,Letters,COBRA General Rights Notice,1
Friedman Kaplan Seiler & Adelman LLP,Friedman Kaplan Seiler & Adelman LLP,1,Letters,COBRA Specific Rights Notice Letter,1
Friedman Kaplan Seiler & Adelman LLP,Friedman Kaplan Seiler & Adelman LLP,1,Letters,Enrollment Confirmation Notice,1
Friedman Kaplan Seiler & Adelman LLP,Friedman Kaplan Seiler & Adelman LLP,1,Letters,New Member Login Notice,1
Friedman Kaplan Seiler & Adelman LLP,Friedman Kaplan Seiler & Adelman LLP,1,Letters,Subsidy Notice,1
Friedman Kaplan Seiler & Adelman LLP,Friedman Kaplan Seiler & Adelman LLP,2,Inserts,HIPAA Certificate,1
Friends Life Care Partners,Friends Life Care Partners,1,Letters,COBRA Specific Rights Notice Letter,1
Friends Life Care Partners,Friends Life Care Partners,1,Letters,Late Payment Reminder,1
Fuji Electric Corp of America,Fuji Electric Corp. America,1,Letters,COBRA General Rights Notice,2
Fuji Electric Corp of America,Fuji Electric Corp. America,1,Letters,COBRA Specific Rights Notice Letter,1
"Funzalo & Canteet, Inc","Funzalo & Canteet, Inc",1,Letters,COBRA Termination Notice,1
"Funzalo & Canteet, Inc","Funzalo & Canteet, Inc",2,Inserts,HIPAA Certificate,1
Furbish Company,Furbish Company,1,Letters,COBRA General Rights Notice,1
Garden State Growers - Pending Termination 12/31/2021,Garden State Growers,1,Letters,COBRA Specific Rights Notice Letter,1
Garden State Growers - Pending Termination 12/31/2021,Garden State Growers,2,Inserts,HIPAA Certificate,1
Garick LLC,Garick LLC,1,Letters,Plan Change Notice,16
Gerber Ciano Kelly Brady LLP,Gerber Ciano Kelly Brady LLP,1,Letters,COBRA Specific Rights Notice Letter,1
Gerber Ciano Kelly Brady LLP,Gerber Ciano Kelly Brady LLP,1,Letters,Enrollment Confirmation Notice,1
Gerber Ciano Kelly Brady LLP,Gerber Ciano Kelly Brady LLP,1,Letters,Plan Change Notice,9
Gerber Ciano Kelly Brady LLP,Gerber Ciano Kelly Brady LLP,2,Inserts,HIPAA Certificate,1
Ghertner & Company,Ghertner & Company,1,Letters,COBRA General Rights Notice,4
Ghertner & Company,Ghertner & Company,1,Letters,COBRA Termination Notice,1
Ghertner & Company,Ghertner & Company,1,Letters,Late Payment Reminder,1
Ghertner & Company,Ghertner & Company,1,Letters,Reinstatement Notice,1
Ghertner & Company,Ghertner & Company,2,Inserts,HIPAA Certificate,1
Gilpin Hall,Gilpin Hall,1,Letters,COBRA General Rights Notice,1
Gladwin City Housing Commission,Gladwin City Housing Commission,1,Letters,COBRA Specific Rights Notice Letter,1
Gladwin City Housing Commission,Gladwin City Housing Commission,1,Letters,Plan Change Notice,4
Gladwin City Housing Commission,Gladwin City Housing Commission,2,Inserts,HIPAA Certificate,1
Global Healing Center LP,33853,1,Letters,COBRA General Rights Notice,3
Global Healing Center LP,33853,1,Letters,COBRA Specific Rights Notice Letter,3
Global Healing Center LP,33853,1,Letters,COBRA Termination Notice,1
Global Healing Center LP,33853,1,Letters,Conversion Option Notice,1
Global Healing Center LP,33853,1,Letters,Late Payment Reminder,1
Global Healing Center LP,33853,1,Letters,Plan Change Notice,19
Global Healing Center LP,33853,2,Inserts,HIPAA Certificate,2
Global Tax Management,Global Tax Management,1,Letters,COBRA Specific Rights Notice Letter,1
Global Tax Management,Global Tax Management,2,Inserts,HIPAA Certificate,1
Gold Eagle Company,Gold Eagle Company,1,Letters,Conversion Option Notice,1
Gold Eagle Company,Gold Eagle Company,1,Letters,Late Payment Reminder,1
Gold Eagle Company,Gold Eagle Company,1,Letters,Open Election Summary,1
Gold Eagle Company,Gold Eagle Company,1,Letters,Plan Change Notice,1
Great Lakes Surgical Associates,Great Lakes Surgical Associates,1,Letters,Plan Change Notice,3
Greater Philadelphia Young Men's Christian Association,Greater Philadelphia Young Men's Christian Associa,1,Letters,COBRA General Rights Notice,10
Greater Philadelphia Young Men's Christian Association,Greater Philadelphia Young Men's Christian Associa,1,Letters,COBRA Specific Rights Notice Letter,5
Greater Philadelphia Young Men's Christian Association,Greater Philadelphia Young Men's Christian Associa,1,Letters,COBRA Termination Notice,1
Greater Philadelphia Young Men's Christian Association,Greater Philadelphia Young Men's Christian Associa,1,Letters,Conversion Option Notice,1
Greater Philadelphia Young Men's Christian Association,Greater Philadelphia Young Men's Christian Associa,1,Letters,Enrollment Confirmation Notice,1
Greater Philadelphia Young Men's Christian Association,Greater Philadelphia Young Men's Christian Associa,1,Letters,Late Payment Reminder,4
Greater Philadelphia Young Men's Christian Association,Greater Philadelphia Young Men's Christian Associa,1,Letters,Open Election Summary,1
Greater Philadelphia Young Men's Christian Association,Greater Philadelphia Young Men's Christian Associa,1,Letters,Partial Payment Notice,3
Greater Philadelphia Young Men's Christian Association,Greater Philadelphia Young Men's Christian Associa,1,Letters,Plan Change Notice,94
Greater Philadelphia Young Men's Christian Association,Greater Philadelphia Young Men's Christian Associa,1,Letters,QB Open Enrollment Notification,93
Greater Philadelphia Young Men's Christian Association,Greater Philadelphia Young Men's Christian Associa,1,Letters,QB Premium Coupon Book,1
Greater Philadelphia Young Men's Christian Association,Greater Philadelphia Young Men's Christian Associa,2,Inserts,HIPAA Certificate,6
Greendale Holdings,Greendale Holdings COBRA,1,Letters,COBRA Specific Rights Notice Letter,1
Greendale Holdings,Greendale Holdings COBRA,2,Inserts,HIPAA Certificate,1
Greenwave Systems,Greenwave Systems,1,Letters,Conversion Option Notice,2
Greenwave Systems,Greenwave Systems,1,Letters,Late Payment Reminder,1
Guidance Financial Group LLC,Guidance Financial Group LLC,1,Letters,COBRA General Rights Notice,8
Guidance Financial Group LLC,Guidance Financial Group LLC,1,Letters,COBRA Specific Rights Notice Letter,4
Guidance Financial Group LLC,Guidance Financial Group LLC,1,Letters,COBRA Termination Notice,1
Guidance Financial Group LLC,Guidance Financial Group LLC,1,Letters,Late Payment Reminder,1
Guidance Financial Group LLC,Guidance Financial Group LLC,2,Inserts,HIPAA Certificate,3
Guilford Brewing,Guilford Brewing,1,Letters,COBRA General Rights Notice,2
Gulf Building LLC,Gulf Building LLC,1,Letters,COBRA General Rights Notice,9
Gulf Building LLC,Gulf Building LLC,1,Letters,COBRA Specific Rights Notice Letter,1
Gulf Building LLC,Gulf Building LLC,1,Letters,Late Payment Reminder,1
Gulf Building LLC,Gulf Building LLC,1,Letters,Plan Change Notice,8
Gulf Building LLC,Gulf Building LLC,2,Inserts,HIPAA Certificate,1
H.P. CADWALLADER INC.,H.P. CADWALLADER INC.,1,Letters,COBRA Specific Rights Notice Letter,1
H2O Consulting,H2O Consulting,1,Letters,Partial Payment Notice,2
HAKU APP CORPORATION,HAKU APP CORPORATION,1,Letters,COBRA General Rights Notice,2
Haldeman Auto Group,Haldeman Ford- Hamilton,1,Letters,Late Payment Reminder,1
Hand Over Hand LLC,Hand Over Hand,1,Letters,COBRA Termination Notice,1
Hand Over Hand LLC,Hand Over Hand,1,Letters,Plan Change Notice,2
Hand Over Hand LLC,Hand Over Hand,2,Inserts,HIPAA Certificate,1
"Hardman Signs, LP","Hardman Signs, LP",1,Letters,COBRA Specific Rights Notice Letter,3
