ClientGroupName,ClientName,BillingStartDate,EIN,ClientDivisionName,ClientID,ClientDivisionID,Active,ClientAlternate,DeactivationDate,DivisionName
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1864,Active,BEN9IAPWW,,SPVZ-EFNCM
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1865,Active,BEN9IAPWW,,SPVZ-EFNO
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1866,Active,BEN9IAPWW,,SQSP-EFNC
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1867,Active,BEN9IAPWW,,SQSP-EFNCP
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1868,Active,BEN9IAPWW,,SQSP-EFSC
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1869,Active,BEN9IAPWW,,STEC-EFNC
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1870,Active,BEN9IAPWW,,SWGR-EFNC
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1871,Active,BEN9IAPWW,,SWGR-EFSC
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1890,Active,BEN9IAPWW,,T6JV-EFECE
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1873,Active,BEN9IAPWW,,T6JV-EFNC
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1874,Active,BEN9IAPWW,,T6JV-EFNCP
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1875,Active,BEN9IAPWW,,T6JV-EFSC
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1885,Active,BEN9IAPWW,,T6JV-EFUCC
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1884,Active,BEN9IAPWW,,T6JV-EFUCL
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1883,Active,BEN9IAPWW,,T6JV-EFUCP
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1882,Active,BEN9IAPWW,,T6JV-EFUCS
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1881,Active,BEN9IAPWW,,T6JV-EFUCT
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1880,Active,BEN9IAPWW,,T6JV-EFUCX
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1878,Active,BEN9IAPWW,,TFPX-EFNO
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1877,Active,BEN9IAPWW,,TICS-EFSC
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1876,Active,BEN9IAPWW,,TINT-EFNO
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,2062,Active,BEN9IAPWW,,TINT2-EFNO
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1812,Active,BEN9IAPWW,,UNCK-EFNO
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1813,Active,BEN9IAPWW,,USFS-EFNC
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1819,Active,BEN9IAPWW,,USFS-EFSC
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1821,Active,BEN9IAPWW,,WPMS-EFNC
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1830,Active,BEN9IAPWW,,WPMS-EFSC
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1823,Active,BEN9IAPWW,,WWIR-EFNO
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1832,Active,BEN9IAPWW,,WWIR-NFNO
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1825,Active,BEN9IAPWW,,YUMA-EFNC
Brea James-Rhone,IAP Worldwide Services Inc,20210501,421628757,,1139,1826,Active,BEN9IAPWW,,YUMA-EFUC
Brea James-Rhone,Inside Ideas,20200101,300953444,,818,1194,Active,BENINIDEA,,Inside Ideas
Brea James-Rhone,Integrated Access Corporation,20210601,232837929,,1203,1998,Active,BENINTACC,,Integrated Access Corporation
Brea James-Rhone,"Invicta Health Solutions, LLC",20210401,844740753,,1150,1911,Active,BEN9INVIC,,"Invicta Health Solutions, LLC"
Brea James-Rhone,JAMES L MINITER INS AGENCY INC,20180401,43028799,,516,746,Active,BEN9MINIT,,JAMES L MINITER INS AGENCY INC
Brea James-Rhone,Janson Communications,20211201,541849707,,1297,2179,Active,BENJANSON,,Janson Communications
Brea James-Rhone,Jersey Village Animal Hospital,20150601,710886764,,153,203,Active,BEN9JERVI,,Jersey Village Animal Hospital
Brea James-Rhone,Jespy House Inc.,20180101,222186490,,463,670,Active,BENJESPY,,Jespy House Inc.
Brea James-Rhone,Jimmy Evans Company LTD,20180901,742612574,,594,867,Active,BEN9JIMMY,,Jimmy Evans Company LTD
Brea James-Rhone,JK Tool & Die,20140501,463918000,,111,127,Active,BEN9JKTOO,,JK Tool & Die
Brea James-Rhone,"KBK Industries, LLC",20200901,204554209,,921,1329,Active,BENKBKIND,,KBK Industries
Brea James-Rhone,Kenall Inc,20180501,752979392,,545,784,Active,BENKENALL,,"Kenall Houston, TX"
Brea James-Rhone,Kenall Inc,20180501,752979392,,545,782,Active,BENKENALL,,Kenall Inc
Brea James-Rhone,Kenall Inc,20180501,752979392,,545,783,Active,BENKENALL,,"Kenall New Orleans, LA"
Brea James-Rhone,Kennedy International Software,20190601,223735534,,681,982,Active,BEN9KENNE,,Kennedy International Software
Brea James-Rhone,Kiranam Technologies Inc,20210601,455037664,,1179,1968,Active,BENKIRANM,,Kiranam Technologies Inc
Brea James-Rhone,"KLH Engineers, Inc",20201201,251418321,,964,1429,Active,BEN9KLHEN,,"KLH Engineers, Inc"
Brea James-Rhone,Knowland Group LLC,20210601,113802722,,1159,1937,Active,BENKNOWGR,,Knowland Group LLC
Brea James-Rhone,Kobold Instruments Inc.,20200801,251609078,,912,1318,Active,BENKOBINS,,Kobold Instruments Inc.
Brea James-Rhone,"KTL Enterprises, Inc.",20180401,760281141,,529,761,Active,BEN9KTL,,Safetow
Brea James-Rhone,"LaTrelle's Express, Inc.",20191001,760505609,,800,1167,Active,BEN9LATRE,,"LaTrelle's Express, Inc."
Brea James-Rhone,Lettermen's Energy Holdings LLC,20210801,862048643,,1245,2079,Active,BENLETTER,,Lettermen's Energy Holdings LLC
Brea James-Rhone,Lighthouse HR Services,20180301,455382595,,511,739,Active,BEN9FRAST,,Lighthouse HR Services
Brea James-Rhone,Mavencare Inc,20210701,812432898,,1214,2013,Active,BENMAVEN,,Mavencare Inc
Brea James-Rhone,"Mayvin, Inc.--Terminating 12/31/2021",20210801,262816532,,1217,2020,Active,BENMAYVIN,,"Mayvin, Inc."
Brea James-Rhone,Medical Rescue Team South Authority,20200601,251501872,,901,1306,Active,BEN9MRTSA,,MRTSA
Brea James-Rhone,Meer Enterprises LLC,20210701,812479371,,1225,2055,Active,BENMEEREN,,Evash Management Consulting Inc
Brea James-Rhone,Meer Enterprises LLC,20210701,812479371,,1225,2038,Active,BENMEEREN,,Unique Settings of NY
Brea James-Rhone,"Mesa Mechanical, Inc.",20210901,742155471,,1246,2080,Active,BENMESAME,,"Mesa Mechanical, Inc."
Brea James-Rhone,Montereau Inc,20170301,731571795,,352,499,Active,BEN9MONTE,,Montereau Inc
Brea James-Rhone,Mosebach Manufacturing Company,20210401,204325503,,1148,1909,Active,BEN9MOSEB,,Mosebach Manufacturing Company
Brea James-Rhone,National Association of State Workforce Agencies,20200601,520978073,,891,1295,Active,BENNASWA,,NASWA
Brea James-Rhone,National Association of State Workforce Agencies,20200601,520978073,,891,1294,Active,BENNASWA,,National Association of State Workforce Agencies
Brea James-Rhone,Naval Continuing Care Retirement,20190901,592708341,,755,1106,Active,BENFLEETL,,Fleet Landing
Brea James-Rhone,Network Merchants LLC,20180101,800950412,,484,691,Active,BENNMI,,Network Merchants LLC
Brea James-Rhone,NEW CONCEPTS FOR LIVING INC,20160801,222447934,,253,334,Active,BENNEWCON,,NEW CONCEPTS FOR LIVING INC
Brea James-Rhone,New Horizons Supported Services Inc,20210501,521174407,,1183,1973,Active,BEN9NEWHO,,New Horizons Supported Services Inc
Brea James-Rhone,Nex Gen IV,20170901,461526462,,407,592,Active,BENNEXGEN,,Nex Gen IV
Brea James-Rhone,Nexa Resources US Inc.,20151201,275071737,,163,215,Active,BENVOTOR,,Nexa Resources US Inc.
Brea James-Rhone,Northern Manhattan Improvement Corp.,20191101,132972415,,786,1149,Active,BENNMIC,,Northern Manhattan Improvement Corp.
Brea James-Rhone,OML Inc.,20170901,371759037,,410,595,Active,BENOML,,OML Inc.
Brea James-Rhone,"OneSource Management, LLC",20200301,262840681,,873,1271,Active,BEN91SOURCE,,"OneSource Management, LLC"
Brea James-Rhone,"Pacor, Inc",20200401,231345104,,874,1272,Active,BENPACOR,,"Pacor, Inc"
Brea James-Rhone,Parasol Alliance LLC,20210301,474956410,,1134,1731,Active,BENPARALL,,Parasol Alliance LLC
Brea James-Rhone,Pendragon North America Automotive,20160701,43503448,,238,303,Active,BENPNAA,,Hornburg Los Angeles
Brea James-Rhone,Pendragon North America Automotive,20160701,43503448,,238,302,Active,BENPNAA,,Hornburg Santa Monica
Brea James-Rhone,Pendragon North America Automotive,20160701,43503448,,238,307,Active,BENPNAA,,North America Automotive
Brea James-Rhone,Pendragon North America Automotive,20160701,43503448,,238,659,Active,BENPNAA,,Penegon East
Brea James-Rhone,Pendragon North America Automotive,20160701,43503448,,238,305,Active,BENPNAA,,Penegon Mission Viejo
Brea James-Rhone,Pendragon North America Automotive,20160701,43503448,,238,306,Active,BENPNAA,,Penegon Newport Beach
Brea James-Rhone,Plateau Software Inc.,20201201,911943247,,976,1499,Active,BENPLATEA,,Plateau Software Inc.
Brea James-Rhone,Port Arthur Housing Authority,20211101,746003030,,1271,2129,Active,BENPAHATX,,Port Arthur Housing Authority
Brea James-Rhone,Precision Technologies Corp,20211001,273425282,,1285,2154,Active,BENPRECTEC,,Precision Technologies Corp
Brea James-Rhone,Primrose Schools,20180401,474117017,,534,942,Active,BEN9PSATA,,Primrose School of Atascocita
Brea James-Rhone,Primrose Schools,20180401,474117017,,534,943,Active,BEN9PSATA,,Primrose School of Copperfield
Brea James-Rhone,Primrose Schools,20180401,474117017,,534,941,Active,BEN9PSATA,,Primrose School of Crossroads Park
Brea James-Rhone,Primrose Schools,20180401,474117017,,534,766,Active,BEN9PSATA,,Primrose Schools
Brea James-Rhone,PROTA INC.,20210501,270780578,,1149,1910,Active,BEN9PROCC,,PROTA INC.
Brea James-Rhone,"PZI INTERNATIONAL CONSULTING, INC.",20210401,465534790,,1164,1943,Active,BEN9PZIIC,,"PZI INTERNATIONAL CONSULTING, INC."
Brea James-Rhone,"RadMD, LLC",20200901,205544476,,926,1336,Active,BENRADMD,,"RadMD, LLC"
Brea James-Rhone,Ralph Brennan Restaurant Group,20170101,721350467,,335,515,Active,BEN9RALPH,,115 Bourbon LLC DBA Red Fish Grill
Brea James-Rhone,Ralph Brennan Restaurant Group,20170101,721350467,,335,509,Active,BEN9RALPH,,417 Royal Restaurant LLC DBA Brennans
Brea James-Rhone,Ralph Brennan Restaurant Group,20170101,721350467,,335,514,Active,BEN9RALPH,,900 City Park Avenue DBA Ralphs On The Park
Brea James-Rhone,Ralph Brennan Restaurant Group,20170101,721350467,,335,511,Active,BEN9RALPH,,Jazz Kitchen
Brea James-Rhone,Ralph Brennan Restaurant Group,20170101,721350467,,335,513,Active,BEN9RALPH,,KPK Heritage DBA Heritage Grill
Brea James-Rhone,Ralph Brennan Restaurant Group,20170101,721350467,,335,512,Active,BEN9RALPH,,KPK Metairie DBA Cafe B
Brea James-Rhone,Ralph Brennan Restaurant Group,20170101,721350467,,335,465,Active,BEN9RALPH,,Ralph Brennan Restaurant Group
Brea James-Rhone,Ralph Brennan Restaurant Group,20170101,721350467,,335,510,Active,BEN9RALPH,,Second line stages
Brea James-Rhone,Ralph Brennan Restaurant Group,20170101,721350467,,335,508,Active,BEN9RALPH,,The Napoleon Corporation DBA Napoleon House
Brea James-Rhone,"Rapid DSP, LLC",20211001,834696792,,1261,2114,Active,BENRAPIDD,,"Rapid DSP, LLC"
Brea James-Rhone,Raven Software Solutions,20210601,201668986,,1194,1989,Active,BEN9RAVEN,,Raven Software Solutions
Brea James-Rhone,"Rockland Paramedic Services, Inc.",20171201,133640513,,505,727,Active,BEN9ROCKL,,"Rockland Paramedic Services, Inc."
Brea James-Rhone,Rosco Laboratories Inc.,20210301,43101783,,1116,1690,Active,BEN9ROSCO,,Rosco Laboratories Inc.
Brea James-Rhone,"Rotor-Tech, Inc.",20180501,760357798,,538,772,Active,BEN9ROTOR,,"George Myer Co., Inc."
Brea James-Rhone,"Rotor-Tech, Inc.",20180501,760357798,,538,770,Active,BEN9ROTOR,,"Rotor-Tech, Inc."
Brea James-Rhone,"Rotor-Tech, Inc.",20180501,760357798,,538,771,Active,BEN9ROTOR,,"Thermal Designs, Inc."
Brea James-Rhone,RP Professional Services LLC,20210101,453515783,,1023,1584,Active,BEN9RPROF,,RP Professional Services LLC
Brea James-Rhone,"Sag Harbor Industries, Inc",20210701,111867789,,1210,2009,Active,BEN9SAGHBR,,"Sag Harbor Industries, Inc"
Brea James-Rhone,Seneca Dairy Farms,20171101,275101167,,456,661,Active,BENSENECA,,Seneca Dairy Farms
Brea James-Rhone,Solar United Neighbors,20210801,462462990,,1234,2060,Active,BENSOLARU,,Solar United Neighbors
Brea James-Rhone,"Sonangol Marine Services, Inc.",20210101,270276123,,999,1536,Active,BENSONANG,,"Sonangol Marine Services, Inc."
Brea James-Rhone,South Jersey Industries Inc.,20200101,221901645,,791,1222,Active,BENSJGASC,,DIRECT BILLING
Brea James-Rhone,South Jersey Industries Inc.,20200101,221901645,,791,1179,Active,BENSJGASC,,Elizabethtown Gas
Brea James-Rhone,South Jersey Industries Inc.,20200101,221901645,,791,1178,Active,BENSJGASC,,Elkton Gas
Brea James-Rhone,South Jersey Industries Inc.,20200101,221901645,,791,1199,Active,BENSJGASC,,ETG - Local 424
Brea James-Rhone,South Jersey Industries Inc.,20200101,221901645,,791,1180,Active,BENSJGASC,,Millennium Account Services
Brea James-Rhone,South Jersey Industries Inc.,20200101,221901645,,791,1198,Active,BENSJGASC,,SJG - 1293
Brea James-Rhone,South Jersey Industries Inc.,20200101,221901645,,791,1197,Active,BENSJGASC,,SJG - Local 76/95
Brea James-Rhone,South Jersey Industries Inc.,20200101,221901645,,791,1183,Active,BENSJGASC,,South Jersey Energy Solutions
Brea James-Rhone,South Jersey Industries Inc.,20200101,221901645,,791,1181,Active,BENSJGASC,,South Jersey Gas
Brea James-Rhone,South Jersey Industries Inc.,20200101,221901645,,791,1156,Active,BENSJGASC,,South Jersey Industries Inc.
Brea James-Rhone,South Jersey Industries Inc.,20200101,221901645,,791,1182,Active,BENSJGASC,,South Jersey Industry Utilities
Brea James-Rhone,"South Jersey Sanitation Co, Inc",20210401,221936622,,1126,1702,Active,BENSJRSAN,,"South Jersey Sanitation Co, Inc"
Brea James-Rhone,Southstar Management LLC-zINACTIVE EFF 8/31/21,20130402,582321367,,74,1290,Active,BENSOSTAR,,PFF Pechter Family Foundation
Brea James-Rhone,Southstar Management LLC-zINACTIVE EFF 8/31/21,20130402,582321367,,74,70,Active,BENSOSTAR,,Southstar Management LLC
Brea James-Rhone,Southstar Management LLC-zINACTIVE EFF 8/31/21,20130402,582321367,,74,73,Active,BENSOSTAR,,TriStar management
Brea James-Rhone,Southstar Management LLC-zINACTIVE EFF 8/31/21,20130402,582321367,,74,71,Active,BENSOSTAR,,UVU Lid
Brea James-Rhone,Sovereign Medical Services,20200101,261560640,,823,1203,Active,BENSOVMED,,Sovereign Medical Services
Brea James-Rhone,"Steel Masters, LP",20201101,742174625,,940,1356,Active,BEN9SMAST,,"Steel Masters, LP"
Brea James-Rhone,Stepping Stones Children's Center Incorporated,20210801,251370951,,1227,2045,Active,BEN9SSCC,,Stepping Stones Children's Center Incorporated
Brea James-Rhone,Stubbs Power Sports,20160301,741535742,,197,253,Active,BEN9STUBB,,Stubbs Power Sports
Brea James-Rhone,Swanktek Inc,20210601,205101999,,1191,1986,Active,BENSWANK,,Swanktek Inc
Brea James-Rhone,Tantalus Systems Inc.,20210601,272625723,,1223,2029,Active,BENTANTUL,,Tantalus Systems Inc.
Brea James-Rhone,Telfair County Board of Commissioners,20210801,586000891,,1249,2085,Active,BENTELFAIR,,Telfair County Board of Commissioners
Brea James-Rhone,"Telluride Bud Company, LLC",20210201,271255359,,1093,1662,Active,BEN9TELCO,,"Telluride Bud Company, LLC"
Brea James-Rhone,Telophase Corporation,20210101,522023672,,975,1498,Active,BENTELPC,,Telophase Corporation
Brea James-Rhone,Temple Emanuel of Cherry Hill,20190901,210729649,,761,1117,Active,BEN9TEMAN,,Temple Emanuel of Cherry Hill
Brea James-Rhone,"Tetracore, Inc.",20211101,522112478,,1272,2130,Active,BENTETRA,,"Tetracore, Inc."
Brea James-Rhone,The McConnell Group,20210101,232885996,,1001,1538,Active,BENMCCGRP,,The McConnell Group
Brea James-Rhone,"The Retreat, Inc.",20210501,112862256,,1144,1905,Active,BENRETR,,"The Retreat, Inc."
Brea James-Rhone,"The Webb Law Firm, P.C.",20191101,251216627,,790,1153,Active,BEN9WEBBL,,The Webb Law Firm
Brea James-Rhone,Thought Byte Inc,20210701,200753999,,1211,2010,Active,BENTHOUGHT,,Thought Byte Inc
Brea James-Rhone,Tinuiti Inc,20160401,201089772,,205,267,Active,BENELITE,,Tinuiti Inc
Brea James-Rhone,"Tri-Tech Surveying Company, L.P.",20160701,760460990,,232,296,Active,BENTRITX,,"Tri-Tech Surveying Company, L.P."
Brea James-Rhone,Tucker Company Worldwide,20190101,221951093,,624,902,Active,BENTUCKER,,Tucker Company Worldwide
Brea James-Rhone,"TuneCore, Inc.",20180201,841694585,,509,735,Active,BENTUNECR,,"TuneCore, Inc."
Brea James-Rhone,Unified Government of Cusseta-Chattahoochee County,20210801,571179239,,1241,2073,Active,BENUGOCCC,,Unified Government of Cusseta-Chattahoochee County
Brea James-Rhone,"Unipec America, Inc.",20211101,272809584,,1273,2131,Active,BENUNIPEC,,"Unipec America, Inc."
Brea James-Rhone,United Asphalt Co.,20180701,210745048,,563,808,Active,BENASPHLT,,United Asphalt Co.
Brea James-Rhone,Upper Iowa University,20210701,420680372,,1218,2021,Active,BENUIU,,Upper Iowa University
Brea James-Rhone,"Urgent Care Group, LLC",20180601,821794761,,569,827,Active,BEN9URGNT,,"Urgent Care Group, LLC"
Brea James-Rhone,Vail Systems Inc._COBRA Termination effective 12/31/2021,20170101,363806321,,328,444,Active,BENVAIL,,Vail Systems inc
Brea James-Rhone,Vail Systems Inc._COBRA Termination effective 12/31/2021,20170101,363806321,,328,445,Active,BENVAIL,,Versay Solutions
Brea James-Rhone,Veridic Solutions LLC,20210801,814143307,,1222,2026,Active,BENVERDIC,,Veridic Solutions LLC
Brea James-Rhone,Virtuoso Infosystems Inc,20210801,823642704,,1229,2047,Active,BENVIRTUO,,Virtuoso Infosystems Inc
Brea James-Rhone,"West Bay Holdings 5, LLC",20210701,862912231,,1220,2024,Active,BENWSTBY5,,The Carrington
Brea James-Rhone,Woodlands Financial Services,20180501,760410182,,535,767,Active,BEN9WDLND,,Woodlands Financial Services
Brea James-Rhone,"Workit Health, Inc",20210601,472834915,,1185,1980,Active,BENWORKIT,,"Workit Health, Inc"
Brea James-Rhone,YouthBuild Philadelphia Charter School,20210701,232728467,,1230,2050,Active,BENYBPCS,,YouthBuild Philadelphia Charter School
Brea James-Rhone - Big Bus Location,Big Bus Tours Los Angeles INC,20190701,823707557,,705,1048,Active,BEN9BBTLA,,Big Bus Tours Los Angeles INC
Brea James-Rhone - Big Bus Location,Big Bus Tours NY,20160401,43626491,,224,288,Active,BEN9BIGBU,,Taxi Tours Inc
Brea James-Rhone - Big Bus Location,Chicago Gray Line,20160401,363717901,,219,283,Active,BEN9CHICA,,CHICAGO GRAY LINE LTD
Brea James-Rhone - Big Bus Location,City Sightseeing Washington DC,20160401,331083833,,226,290,Active,BEN9CISDC,,City Sightseeing Washington DC
Brea James-Rhone - Big Bus Location,Conway Tours- FL,20160401,650206570,,225,289,Active,BEN9CONFL,,Conway Tours- FL
Brea James-Rhone - Big Bus Location,Open Top Sightseeing - Las Vegas,20191001,460521011,,821,1201,Active,BEN9OPTSTG,,Open Top Sightseeing - Las Vegas
Brea James-Rhone - Big Bus Location,Open Top Sightseeing San Francisco LLC,20161201,980524498,,312,425,Active,BEN9OPTOP,,Open Top Sightseeing San Francisco LLC
Brea James-Rhone - BSwift,ADC Therapeutics,20180501,473367212,,526,2023,Active,BENADC,,107608
Brea James-Rhone - BSwift,ADC Therapeutics,20180501,473367212,,526,758,Active,BENADC,,ADC Therapeutics
Brea James-Rhone - BSwift,AG Partners,20190101,411833687,,597,872,Active,BENAGPART,,AG Partners
Brea James-Rhone - BSwift,AG Partners,20190101,411833687,,597,957,Active,BENAGPART,,AGP
Brea James-Rhone - BSwift,AG Partners,20190101,411833687,,597,1154,Active,BENAGPART,,WAS1
Brea James-Rhone - BSwift,AG Partners,20190101,411833687,,597,1155,Active,BENAGPART,,WWN1
Brea James-Rhone - BSwift,City of Red Wing,20200101,416005482,,796,1161,Active,BENRDWING,,City of Red Wing
Brea James-Rhone - BSwift,Global Healing Center LP,20161001,760563411,,273,450,Active,BEN8GLHEC,,33853
Brea James-Rhone - BSwift,Global Healing Center LP,20161001,760563411,,273,449,Active,BEN8GLHEC,,Arizona
Brea James-Rhone - BSwift,Global Healing Center LP,20161001,760563411,,273,365,Active,BEN8GLHEC,,Global Healing Center LP
Brea James-Rhone - BSwift,Global Healing Center LP,20161001,760563411,,273,448,Active,BEN8GLHEC,,Houston
Brea James-Rhone - BSwift,Minnesota Valley Testing Laboratories Inc,20190101,410812450,,610,888,Active,BEN9MVTL,,Minnesota Valley Testing Laboratories Inc
Brea James-Rhone - BSwift,Pella Regional Health Center,20190101,420842204,,622,900,Active,BENPELLAH,,Pella Regional Health Center
Brea James-Rhone - BSwift,Samco Enterprises,20160801,741768410,,255,336,Active,BENSAMCO,,Samco Enterprises
Brea James-Rhone - BSwift,Tharanco Group LLC,20180601,270636439,,559,1497,Active,BENTHRNCO,,109614
Brea James-Rhone - BSwift,Tharanco Group LLC,20180601,270636439,,559,951,Active,BENTHRNCO,,49042
Brea James-Rhone - BSwift,Tharanco Group LLC,20180601,270636439,,559,803,Active,BENTHRNCO,,Tharanco Group LLC
Brea James-Rhone - BSwift,Weiss Aug Company Inc,20101001,221951115,,26,122,Active,BENWEISS,,"JK Tool & Die, Inc."
Brea James-Rhone - BSwift,Weiss Aug Company Inc,20101001,221951115,,26,20,Active,BENWEISS,,Weiss-Aug Co. Inc
Brea James-Rhone - Employee Navigator,"AABR, INC.",20200101,131968035,,829,1210,Active,BENAABRIN,,"AABR, INC."
Brea James-Rhone - Employee Navigator,"Alpine Learning Group, Inc",20191001,222887044,,760,1228,Active,BENALPINE,,Adult Fund
Brea James-Rhone - Employee Navigator,"Alpine Learning Group, Inc",20191001,222887044,,760,1116,Active,BENALPINE,,"Alpine Learning Group, Inc"
Brea James-Rhone - Employee Navigator,"Alpine Learning Group, Inc",20191001,222887044,,760,1229,Active,BENALPINE,,Business Academy
Brea James-Rhone - Employee Navigator,"Alpine Learning Group, Inc",20191001,222887044,,760,1230,Active,BENALPINE,,Center for Autism
Brea James-Rhone - Employee Navigator,"Alpine Learning Group, Inc",20191001,222887044,,760,1231,Active,BENALPINE,,Foundation
Brea James-Rhone - Employee Navigator,"CareCloud, Inc.",20210101,223832302,,981,1506,Active,BENMTBC,,"CareCloud, Inc."
Brea James-Rhone - Employee Navigator,"CareCloud, Inc.",20210101,223832302,,981,2205,Active,BENMTBC,,MedSR
Brea James-Rhone - Employee Navigator,"CareCloud, Inc.",20210101,223832302,,981,1509,Active,BENMTBC,,Meridian
Brea James-Rhone - Employee Navigator,"CareCloud, Inc.",20210101,223832302,,981,1508,Active,BENMTBC,,MTBC Acquisition
Brea James-Rhone - Employee Navigator,"CareCloud, Inc.",20210101,223832302,,981,1510,Active,BENMTBC,,MTBC Health
Brea James-Rhone - Employee Navigator,"CareCloud, Inc.",20210101,223832302,,981,1511,Active,BENMTBC,,MTBC Med
Brea James-Rhone - Employee Navigator,"CareCloud, Inc.",20210101,223832302,,981,1507,Active,BENMTBC,,MTBC Practice Management
Brea James-Rhone - Employee Navigator,"CareCloud, Inc.",20210101,223832302,,981,1505,Active,BENMTBC,,"MTBC, Inc."
Brea James-Rhone - Employee Navigator,Dawn Enterprises,20201201,341139502,,969,1443,Active,BEN9DAWNE,,Dawn Enterprises
Brea James-Rhone - Employee Navigator,"Hughes Group Architects, Inc.",20200601,541117753,,899,1304,Active,BENHUGHGA,,"Hughes Group Architects, Inc."
Brea James-Rhone - Employee Navigator,Intelerad Ltd,20210601,980425274,,1158,1936,Active,BENINTELE,,Intelerad Ltd
Brea James-Rhone - Employee Navigator,Medical Media Technologies--TERMINATED 06/01/2021,20200101,593673208,,895,1300,Active,BEN9MEDMT,,Medical Media Technologies
Brea James-Rhone - Employee Navigator,"Nevakar, Inc.",20190101,475143387,,639,2000,Active,BENNEVAKR,,Injectables
Brea James-Rhone - Employee Navigator,"Nevakar, Inc.",20190101,475143387,,639,923,Active,BENNEVAKR,,"Nevakar, Inc."
Brea James-Rhone - Employee Navigator,"Nevakar, Inc.",20190101,475143387,,639,2001,Active,BENNEVAKR,,Vyluma
Brea James-Rhone - Employee Navigator,NM Management Inc.,20171201,541882523,,451,652,Active,BENC21NM,,NM Management Inc.
Brea James-Rhone - Employee Navigator,Thunderbolt Software,20200501,462060864,,894,1299,Active,BEN9THUNDL,,Thunderbolt Software
Brea James-Rhone - Employee Navigator,Trax Data Refinery,20190101,473326926,,621,899,Active,BENTRAX,,Trax Data Refinery
Brea James-Rhone - NY State Continuation,Ace Hotel New York,20210601,262205148,,1184,1974,Active,BENACEHOT,,Ace Hotel New York
Brea James-Rhone - NY State Continuation,Aceto US LLC,20110101,834536146,,27,21,Active,BENACETUS,,Aceto US LLC
Brea James-Rhone - NY State Continuation,Aceto US LLC,20110101,834536146,,27,151,Active,BENACETUS,,zINACTIVE--Rising Pharmaceuticals TERM 4/30/19
Brea James-Rhone - NY State Continuation,Adjust Your Set,20210901,300953444,,1244,2078,Active,BENADJUST,,Adjust Your Set
Brea James-Rhone - NY State Continuation,Craveable Hospitality Group,20170901,263444176,,408,593,Active,BENCRAVE,,Craveable Hospitality Group
Brea James-Rhone - NY State Continuation,"Impact Environmental Consulting, Inc.",20190101,113132118,,637,918,Active,BENIMPCON,,"Impact Environmental Consulting, Inc."
Brea James-Rhone - NY State Continuation,"Impact Environmental Consulting, Inc.",20190101,113132118,,637,919,Active,BENIMPCON,,Tier 1
Brea James-Rhone - NY State Continuation,"Impact Environmental Consulting, Inc.",20190101,113132118,,637,920,Active,BENIMPCON,,Tier 2
Brea James-Rhone - NY State Continuation,Kagan Lubic Lepper Finkelstein & Gold LLP,20181001,132708697,,595,868,Active,BENKLLLAW,,Kagan Lubic Lepper Finkelstein & Gold LLp
Brea James-Rhone - NY State Continuation,Misonix,20200101,112148932,,789,1152,Active,BENMISONX,,Misonix
Brea James-Rhone - NY State Continuation,Norges Bank,20180901,135142348,,585,854,Active,BENNORGES,,Norges Bank
Brea James-Rhone - NY State Continuation,"Perry's Ice Cream Company, Inc.",20210501,160711501,,1153,1931,Active,BENPERICE,,FT Out of Area
