Administrator Id,,Administrator Name,,Employer Id,,Employer,,,New Cards,,,Replacement Cards,,,Total Cards,
BENEFL,,Clarity Benefit Solutions,,BENDIS,,"Dayton Inspection Services, Inc.",,,0,,,3,,,3,
BENEFL,,Clarity Benefit Solutions,,BENDLCMGE,,DLC Management Corporation,,,5,,,0,,,5,
BENEFL,,Clarity Benefit Solutions,,BENDLTARF,,Delta Contracting Services,,,0,,,3,,,3,
BENEFL,,Clarity Benefit Solutions,,BENDOMETI,,Dometic Corporation,,,1065,,,0,,,1065,
BENEFL,,Clarity Benefit Solutions,,BENDOMNTM,,Dom N' Tom,,,0,,,1,,,1,
BENEFL,,Clarity Benefit Solutions,,BENDRCODE,,"Dress Code NY, Inc",,,2,,,0,,,2,
BENEFL,,Clarity Benefit Solutions,,BENDRJAYS,,DrJays.com Inc.,,,5,,,0,,,5,
BENEFL,,Clarity Benefit Solutions,,BENDURST,,Durst Corporation Inc,,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENE2HOSP,,Esquared Hospitality,,,6,,,3,,,9,
BENEFL,,Clarity Benefit Solutions,,BENEASYCH,,"Easy Choice Agency, Inc.",,,6,,,2,,,8,
BENEFL,,Clarity Benefit Solutions,,BENEATING,,"Eating Evolved, LLC.",,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENEBS,,Employee Benefit Services of Maryland Inc.,,,0,,,2,,,2,
BENEFL,,Clarity Benefit Solutions,,BENECCALN,,"Eccalon, LLC",,,3,,,1,,,4,
BENEFL,,Clarity Benefit Solutions,,BENECONOM,,Econometrica,,,0,,,1,,,1,
BENEFL,,Clarity Benefit Solutions,,BENEDENPH,,"Edenbridge Pharmaceuticals, LLC",,,1,,,1,,,2,
BENEFL,,Clarity Benefit Solutions,,BENEDFAG,,Ed Fagan Inc.,,,0,,,1,,,1,
BENEFL,,Clarity Benefit Solutions,,BENEESOL,,Eastern Environmental Solutions Inc.,,,2,,,1,,,3,
BENEFL,,Clarity Benefit Solutions,,BENEFCSYS,,"EFC Systems, Inc.",,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENEGERLH,,Eger Lutheran Homes and Services,,,0,,,4,,,4,
BENEFL,,Clarity Benefit Solutions,,BENEISLEV,,Eiseman Levine Lehraupt & Kakoyiann,,,0,,,4,,,4,
BENEFL,,Clarity Benefit Solutions,,BENEJSALE,,EJ Sales Corp.,,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENEKNOW,,"Enterprise Knowledge, LLC",,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENELAKES,,Eastlake Church,,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENELEVEN,,"Elephant Ventures, LLC",,,0,,,1,,,1,
BENEFL,,Clarity Benefit Solutions,,BENELITE,,Tinuiti Inc,,,10,,,11,,,21,
BENEFL,,Clarity Benefit Solutions,,BENEMASIN,,Eddie Mercer Agri-Services Inc.,,,0,,,1,,,1,
BENEFL,,Clarity Benefit Solutions,,BENEMMETT,,Charter Township of Emmett,,,0,,,1,,,1,
BENEFL,,Clarity Benefit Solutions,,BENEMML,,EMM Loans LLC,,,7,,,14,,,21,
BENEFL,,Clarity Benefit Solutions,,BENENROLL,,The Enrollment Management Association,,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENENTAND,,"ENT And Allergy Associates, LLP",,,16,,,11,,,27,
BENEFL,,Clarity Benefit Solutions,,BENEOHINC,,"Employee Owned Holdings, Inc.",,,2,,,0,,,2,
BENEFL,,Clarity Benefit Solutions,,BENEQJUST,,Equal Justice Works,,,1,,,1,,,2,
BENEFL,,Clarity Benefit Solutions,,BENESCS,,"Electronix Systems Central Station, Inc.",,,0,,,12,,,12,
BENEFL,,Clarity Benefit Solutions,,BENESCSA,,Electronix Systems Central Station Alarm,,,0,,,17,,,17,
BENEFL,,Clarity Benefit Solutions,,BENESEC,,Electrotech Service Equipment Corp,,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENESTLLC,,"Eastern Sign Tech, LLC",,,0,,,1,,,1,
BENEFL,,Clarity Benefit Solutions,,BENETHOSC,,ETHOS Cannabis,,,9,,,2,,,11,
BENEFL,,Clarity Benefit Solutions,,BENETSLLC,,"Elite Therapy Solutions, LLC",,,11,,,1,,,12,
BENEFL,,Clarity Benefit Solutions,,BENEVEMED,,Everest Medicines,,,3,,,0,,,3,
BENEFL,,Clarity Benefit Solutions,,BENEVI,,"Emerging Visions, Inc.",,,0,,,1,,,1,
BENEFL,,Clarity Benefit Solutions,,BENEVOLTN,,Evolution Research Group,,,25,,,1,,,26,
BENEFL,,Clarity Benefit Solutions,,BENEXERGY,,"Exergy, LLC",,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENFDBANK,,Food Bank of Monmouth & Ocean Counties,,,1,,,2,,,3,
BENEFL,,Clarity Benefit Solutions,,BENFEFCU,,First Eagle Federal Credit Union,,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENFELICE,,Felice Development Group,,,2,,,0,,,2,
BENEFL,,Clarity Benefit Solutions,,BENFEROLI,,Ferolie Corporation,,,15,,,3,,,18,
BENEFL,,Clarity Benefit Solutions,,BENFERRY,,"North Ferry Co., Inc.",,,2,,,4,,,6,
BENEFL,,Clarity Benefit Solutions,,BENFESTO,,Festo Corporation ,,,7,,,0,,,7,
BENEFL,,Clarity Benefit Solutions,,BENFFHCS,,"Friends & Family Home Care Services, LLC",,,172,,,100,,,272,
BENEFL,,Clarity Benefit Solutions,,BENFIDHCR,,"Fidelity Home Care, Inc. ",,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENFIDMGT,,Fidelity Management LLC,,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENFIRCHC,,First Choice Home Care,,,0,,,8,,,8,
BENEFL,,Clarity Benefit Solutions,,BENFLEETL,,Naval Continuing Care Retirement,,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENFLOAT,,The Floating Hospital,,,5,,,2,,,7,
BENEFL,,Clarity Benefit Solutions,,BENFLSTR,,Flaster Greenberg PC,,,3,,,1,,,4,
BENEFL,,Clarity Benefit Solutions,,BENFLUID,,"FluidEdge Consulting, LLC",,,11,,,2,,,13,
BENEFL,,Clarity Benefit Solutions,,BENFNTSLT,,Fantasia Accessories LTD,,,0,,,1,,,1,
BENEFL,,Clarity Benefit Solutions,,BENFSIORG,,Financial Services Institute,,,0,,,2,,,2,
BENEFL,,Clarity Benefit Solutions,,BENFTMYER,,Fort Myer Construction Corporation,,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENFULCRM,,"Fulcrum Digital, Inc.",,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENFUNGY,,Fungyun Inc.,,,8,,,0,,,8,
BENEFL,,Clarity Benefit Solutions,,BENFWDRIL,,Franks Well Drilling,,,2,,,0,,,2,
BENEFL,,Clarity Benefit Solutions,,BENFWP,,"Family Wellness Program, LLC",,,18,,,3,,,21,
BENEFL,,Clarity Benefit Solutions,,BENFXSUB,,Fox Subacute,,,1,,,3,,,4,
BENEFL,,Clarity Benefit Solutions,,BENGABOHN,,Bohning Company Ltd,,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENGACMIO,,Central Michigan Orthopaedics,,,3,,,0,,,3,
BENEFL,,Clarity Benefit Solutions,,BENGACOYN,,Coyne Oil Corporation,,,2,,,1,,,3,
BENEFL,,Clarity Benefit Solutions,,BENGAFHPC,,"Family Health Psychiatric & Counseling Center, PC",,,7,,,0,,,7,
BENEFL,,Clarity Benefit Solutions,,BENGAKNDL,,Kindel Furniture Company LLC,,,4,,,1,,,5,
BENEFL,,Clarity Benefit Solutions,,BENGALACC,,Lansing Community College,,,10,,,0,,,10,
BENEFL,,Clarity Benefit Solutions,,BENGCAINC,,Good Care Agency Inc.,,,59,,,25,,,84,
BENEFL,,Clarity Benefit Solutions,,BENGCKB,,"Gerber Ciano Kelly Brady, LLP",,,1,,,1,,,2,
BENEFL,,Clarity Benefit Solutions,,BENGEBROE,,Gebroe-Hammer Associates,,,0,,,1,,,1,
BENEFL,,Clarity Benefit Solutions,,BENGEMHC,,"GEM Health Care Employment Agency, Inc.",,,0,,,3,,,3,
BENEFL,,Clarity Benefit Solutions,,BENGENIDEA,,General Idea LLC,,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENGENVW,,"Gensinger Motors, Inc.",,,3,,,1,,,4,
BENEFL,,Clarity Benefit Solutions,,BENGERSH,,Gersh Academy Inc,,,2,,,1,,,3,
BENEFL,,Clarity Benefit Solutions,,BENGETPHD,,GetPhound LLC,,,0,,,1,,,1,
BENEFL,,Clarity Benefit Solutions,,BENGFOA,,Government Finance Officers Association,,,1,,,2,,,3,
BENEFL,,Clarity Benefit Solutions,,BENGINSEY,,"Ginsey Industries, Inc. ",,,0,,,1,,,1,
BENEFL,,Clarity Benefit Solutions,,BENGLDEGL,,Gold Eagle Company,,,2,,,33,,,35,
BENEFL,,Clarity Benefit Solutions,,BENGLOBAL,,"Global Data Publications, Inc.",,,4,,,2,,,6,
BENEFL,,Clarity Benefit Solutions,,BENGLOTEK,,"Global InfoTek, Inc. ",,,3,,,0,,,3,
BENEFL,,Clarity Benefit Solutions,,BENGMCOND,,The Grand Millennium Condominium,,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENGMDC,,Greenpoint Manufacturing & Design Center,,,1,,,2,,,3,
BENEFL,,Clarity Benefit Solutions,,BENGNWAY,,Goodway Group,,,3,,,1,,,4,
BENEFL,,Clarity Benefit Solutions,,BENGOTHAM,,Gotham Veterinary Center,,,0,,,2,,,2,
BENEFL,,Clarity Benefit Solutions,,BENGOTHPD,,"Gotham Per Diem, Inc.",,,0,,,4,,,4,
BENEFL,,Clarity Benefit Solutions,,BENGOULD,,Gould Investors L.P.,,,0,,,6,,,6,
BENEFL,,Clarity Benefit Solutions,,BENGRCON,,Grand Concourse Academy Charter School,,,11,,,1,,,12,
BENEFL,,Clarity Benefit Solutions,,BENGRDLFE,,Atrium Innovations - Garden of Life LLC,,,6,,,0,,,6,
BENEFL,,Clarity Benefit Solutions,,BENGREYLK,,"Greylock Capital Associates, LLC",,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENGRFG,,Greenberg & Rapp Financial Group,,,0,,,2,,,2,
BENEFL,,Clarity Benefit Solutions,,BENGRNHLL,,"Greenhill Insurance Services, LLC",,,0,,,2,,,2,
BENEFL,,Clarity Benefit Solutions,,BENGRNTEC,,"Greentech Energy Services, Inc.",,,0,,,2,,,2,
BENEFL,,Clarity Benefit Solutions,,BENGROOVE,,Groove Productions LLC,,,4,,,0,,,4,
BENEFL,,Clarity Benefit Solutions,,BENGSMA,,Great Smoky Mountains Association,,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENGSNYHC,,"GSNY Home Care Services, Inc.",,,4,,,4,,,8,
BENEFL,,Clarity Benefit Solutions,,BENGSTONE,,"Georgia Architectural Stone, Inc.",,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENGTM,,Global Tax Management,,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENGUTTER,,Guttermans Inc.,,,0,,,1,,,1,
BENEFL,,Clarity Benefit Solutions,,BENGVFH,,"Greenwich Village Funeral Home, Inc.",,,0,,,1,,,1,
BENEFL,,Clarity Benefit Solutions,,BENHACKEN,,Hackensack Golf Club,,,0,,,1,,,1,
BENEFL,,Clarity Benefit Solutions,,BENHACKIS,,ImageCare,,,1,,,2,,,3,
BENEFL,,Clarity Benefit Solutions,,BENHADAYB,,Housing Authority of Daytona,,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENHAF,,"Hyacinth Aids Foundation, Inc",,,1,,,1,,,2,
BENEFL,,Clarity Benefit Solutions,,BENHAMPTN,,Hampton Marine Inc,,,1,,,18,,,19,
BENEFL,,Clarity Benefit Solutions,,BENHANDIN,,Hand In Hand Together Home Care,,,0,,,4,,,4,
BENEFL,,Clarity Benefit Solutions,,BENHANDOH,,Hand Over Hand LLC,,,6,,,1,,,7,
BENEFL,,Clarity Benefit Solutions,,BENHARD,,"Hardwire, LLC",,,37,,,0,,,37,
BENEFL,,Clarity Benefit Solutions,,BENHARHEA,,Harmony Healthcare IT,,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENHARRIS,,Harrison Warehousing Corporation,,,4,,,0,,,4,
BENEFL,,Clarity Benefit Solutions,,BENHAVISI,,"Havis, Inc.",,,9,,,0,,,9,
BENEFL,,Clarity Benefit Solutions,,BENHBANKM,,The Harbor Bank of Maryland,,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENHBKCPA,,HBK CPAs and Consultants,,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENHBSONS,,"Harold Beck & Sons, Inc",,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENHCAT,,"Health Catalyst, Inc.",,,13,,,29,,,42,
BENEFL,,Clarity Benefit Solutions,,BENHCC,,Huntington Crescent Club,,,1,,,2,,,3,
BENEFL,,Clarity Benefit Solutions,,BENHCRI,,Baim Institute for Clinical Research,,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENHCVS,,Clinton Acura,,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENHDA,,"Harrison Design Associates, Inc.",,,5,,,0,,,5,
BENEFL,,Clarity Benefit Solutions,,BENHEARTH,,Hearth & Home,,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENHEETER,,Heeter Printing,,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENHELPU,,"Helping U Homecare, Inc.",,,48,,,0,,,48,
BENEFL,,Clarity Benefit Solutions,,BENHHPR,,Harper Houf Peterson Righellis Inc,,,6,,,0,,,6,
BENEFL,,Clarity Benefit Solutions,,BENHILLCC,,Hillsborough Community College,,,3,,,3,,,6,
BENEFL,,Clarity Benefit Solutions,,BENHISP,,The Hispanic Society of America,,,0,,,1,,,1,
BENEFL,,Clarity Benefit Solutions,,BENHLCONT,,H&L Contracting LLC,,,1,,,26,,,27,
BENEFL,,Clarity Benefit Solutions,,BENHLIB,,"Home Loan Investment Bank, F.S.B.",,,0,,,1,,,1,
BENEFL,,Clarity Benefit Solutions,,BENHOLLY,,"The Hollyhock Foundation, Inc.",,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENHOLTS,,"Holt's Cigar Holdings, Inc.",,,4,,,3,,,7,
BENEFL,,Clarity Benefit Solutions,,BENHOMIAK,,Homiak Transport Inc.,,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENHOPHSE,,Hopkinson House,,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENHORIAM,,"Horizon Kinetics, LLC.",,,1,,,1,,,2,
BENEFL,,Clarity Benefit Solutions,,BENHORMED,,Horizon Media Inc,,,2,,,3,,,5,
BENEFL,,Clarity Benefit Solutions,,BENHOUSE,,"Housing Trust Group, LLC",,,5,,,2,,,7,
BENEFL,,Clarity Benefit Solutions,,BENHQPS,,"Henry Quentzel Plumbing Supply Co., Inc.",,,0,,,1,,,1,
BENEFL,,Clarity Benefit Solutions,,BENHQT,,"Hoffmann Quality Tools USA, Inc.",,,1,,,2,,,3,
BENEFL,,Clarity Benefit Solutions,,BENHRACUI,,HR Acuity LLC,,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENHRCPS,,"HRC Portfolio Solutions, LLC",,,1,,,1,,,2,
BENEFL,,Clarity Benefit Solutions,,BENHRPAAA,,AAA Person to Person Listing,,,13,,,0,,,13,
BENEFL,,Clarity Benefit Solutions,,BENHRPCSH,,"Commerce Street Holdings, Inc",,,3,,,0,,,3,
BENEFL,,Clarity Benefit Solutions,,BENHRPCSI,,CSL Capital Management,,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENHRPHI,,Hansa-Flex USA,,,0,,,1,,,1,
BENEFL,,Clarity Benefit Solutions,,BENHRPHUM,,"Human Resources and Payroll, Inc",,,7,,,0,,,7,
BENEFL,,Clarity Benefit Solutions,,BENHRPINC,,"HR&P Administration, Inc.",,,14,,,0,,,14,
BENEFL,,Clarity Benefit Solutions,,BENHRPPLO,,"PetroLegacy Energy, II, LLC",,,0,,,2,,,2,
BENEFL,,Clarity Benefit Solutions,,BENHRPSAS,,"SAS-Steel Alloys & Services-TX, LLC",,,2,,,0,,,2,
BENEFL,,Clarity Benefit Solutions,,BENHRPSOG,,Spindletop Oil & Gas Co,,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENHRSHIP,,"Herbert R. Shipley, Inc.",,,1,,,6,,,7,
BENEFL,,Clarity Benefit Solutions,,BENHTG,,HTG Management ,,,0,,,1,,,1,
BENEFL,,Clarity Benefit Solutions,,BENHUNTCC,,Huntington Country Club,,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENHVLLLC,,Atrium Innovations - HVL LLC,,,5,,,0,,,5,
BENEFL,,Clarity Benefit Solutions,,BENIAVARN,,Iavarone Holding Co.,,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENIBSRE,,"Integrated Business Systems, Inc.",,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENICBC,,"ICBC Standard Resources (America), Inc",,,1,,,2,,,3,
BENEFL,,Clarity Benefit Solutions,,BENIDENT,,"Identity, Inc.",,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENIGNW,,"InfoGroup Northwest, LLC. ",,,2,,,2,,,4,
BENEFL,,Clarity Benefit Solutions,,BENIHAUL,,I Haul Associates,,,2,,,1,,,3,
BENEFL,,Clarity Benefit Solutions,,BENILBCDI,,Bleeding and Clotting Disorders Inst.,,,8,,,0,,,8,
BENEFL,,Clarity Benefit Solutions,,BENILLIAN,,Illiana Financial Credit Union,,,2,,,0,,,2,
BENEFL,,Clarity Benefit Solutions,,BENILSDEN,,"Integrated Laminate Systems, Inc.",,,0,,,1,,,1,
BENEFL,,Clarity Benefit Solutions,,BENIMMLLC,,Integrated Media Management LLC,,,43,,,0,,,43,
BENEFL,,Clarity Benefit Solutions,,BENIMPAS,,ImpactAssets,,,10,,,0,,,10,
BENEFL,,Clarity Benefit Solutions,,BENIMPCON,,"Impact Environmental Consulting, Inc.",,,3,,,2,,,5,
BENEFL,,Clarity Benefit Solutions,,BENINDNTL,,Indian Trail Club LLC,,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENINFOLO,,Infologitech Inc,,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENINFORS,,Infors USA Inc. ,,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENINIDEA,,Inside Ideas,,,1,,,1,,,2,
BENEFL,,Clarity Benefit Solutions,,BENINNCON,,"Innovative Management Concepts, Inc.",,,28,,,0,,,28,
BENEFL,,Clarity Benefit Solutions,,BENINPMGT,,"Apis Services, Inc.",,,11,,,6,,,17,
BENEFL,,Clarity Benefit Solutions,,BENINSTIN,,Instinet Group Inc,,,1,,,8,,,9,
BENEFL,,Clarity Benefit Solutions,,BENINSURE,,Insureon,,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENINTAG,,Integrity Automotive Group,,,0,,,3,,,3,
BENEFL,,Clarity Benefit Solutions,,BENINTCFT,,International Campaign for Tibet,,,24,,,0,,,24,
BENEFL,,Clarity Benefit Solutions,,BENINTELE,,Intelerad LTD,,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENINTEX,,Intex Millwork Solutions,,,4,,,0,,,4,
BENEFL,,Clarity Benefit Solutions,,BENINTGHC,,"Integrated Home Care Services, Inc.",,,3,,,0,,,3,
BENEFL,,Clarity Benefit Solutions,,BENINTMED,,Internal Medicine Associates,,,2,,,0,,,2,
BENEFL,,Clarity Benefit Solutions,,BENINTROM,,Intarome Fragrance Corp,,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENIRONFI,,Iron Fish Construction LLC,,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENISAMU,,The Noguchi Museum,,,0,,,15,,,15,
BENEFL,,Clarity Benefit Solutions,,BENISOL,,Isolantite Mfg Co Inc.,,,0,,,1,,,1,
BENEFL,,Clarity Benefit Solutions,,BENIUHC,,Investec USA Holdings Corp.,,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENIVBULK,,Indian Valley Bulk Carriers,,,0,,,2,,,2,
BENEFL,,Clarity Benefit Solutions,,BENJBA,,"Jenkins, Baer Associates",,,0,,,5,,,5,
BENEFL,,Clarity Benefit Solutions,,BENJESCO,,Jesco Inc.,,,4,,,2,,,6,
BENEFL,,Clarity Benefit Solutions,,BENJESPY,,Jespy House Inc.,,,2,,,0,,,2,
BENEFL,,Clarity Benefit Solutions,,BENJKRP,,JKRP Architects,,,1,,,2,,,3,
BENEFL,,Clarity Benefit Solutions,,BENJNKS,,Jenkinson's South Inc. ,,,0,,,1,,,1,
BENEFL,,Clarity Benefit Solutions,,BENJNSMKH,,Jonathan Simkhai Inc.,,,6,,,0,,,6,
BENEFL,,Clarity Benefit Solutions,,BENJOLTCO,,Forcivity,,,0,,,1,,,1,
BENEFL,,Clarity Benefit Solutions,,BENJONEMH,,Jones Memorial Hospital,,,101,,,0,,,101,
BENEFL,,Clarity Benefit Solutions,,BENJOYCE,,Joyce Motors Corp,,,1,,,4,,,5,
BENEFL,,Clarity Benefit Solutions,,BENJSUPOR,,J Supor & Son Trucking & Rigging Co Inc.,,,0,,,3,,,3,
BENEFL,,Clarity Benefit Solutions,,BENJWALLN,,J.W. Allen & Company,,,2,,,0,,,2,
BENEFL,,Clarity Benefit Solutions,,BENKAASI,,"Kitchen and Associates Services, Inc",,,0,,,16,,,16,
BENEFL,,Clarity Benefit Solutions,,BENKAISER,,The Kaiser Group,,,6,,,1,,,7,
BENEFL,,Clarity Benefit Solutions,,BENKASEYA,,Kaseya US Sales LLC,,,44,,,0,,,44,
BENEFL,,Clarity Benefit Solutions,,BENKBCBNV,,KBC Bank NV,,,1,,,1,,,2,
BENEFL,,Clarity Benefit Solutions,,BENKELPRS,,Kelly Press Inc.,,,1,,,2,,,3,
BENEFL,,Clarity Benefit Solutions,,BENKENIF,,"The Kenific Group, Inc",,,3,,,0,,,3,
BENEFL,,Clarity Benefit Solutions,,BENKENIG,,Kennedy Investment Group,,,0,,,1,,,1,
BENEFL,,Clarity Benefit Solutions,,BENKINT,,Kinetics Control Systems,,,0,,,1,,,1,
BENEFL,,Clarity Benefit Solutions,,BENKLDENG,,"KLD Engineering, P.C.",,,0,,,1,,,1,
BENEFL,,Clarity Benefit Solutions,,BENKLDINC,,KLD Associates Inc.,,,4,,,10,,,14,
BENEFL,,Clarity Benefit Solutions,,BENKLLLAW,,"Kagan, Lubic, Lepper, Finkelstein & Gold",,,0,,,1,,,1,
BENEFL,,Clarity Benefit Solutions,,BENKNOWGR,,Knowland Group LLC,,,3,,,0,,,3,
BENEFL,,Clarity Benefit Solutions,,BENLABBID,,"Laboratories Bidco, LLC",,,156,,,0,,,156,
BENEFL,,Clarity Benefit Solutions,,BENLAFAY,,Lafayette 148,,,9,,,6,,,15,
BENEFL,,Clarity Benefit Solutions,,BENLAMBFG,,Lamb Insurance Services,,,5,,,2,,,7,
BENEFL,,Clarity Benefit Solutions,,BENLAPINE,,"David S Lapine, Inc.",,,6,,,0,,,6,
BENEFL,,Clarity Benefit Solutions,,BENLARMSI,,"Larsen Marine Service, Inc",,,5,,,0,,,5,
BENEFL,,Clarity Benefit Solutions,,BENLEPPOS,,Leppo Inc.,,,0,,,1,,,1,
BENEFL,,Clarity Benefit Solutions,,BENLERER,,"Lerer Hippeau Ventures Management, LLC",,,4,,,0,,,4,
BENEFL,,Clarity Benefit Solutions,,BENLGCSC,,Lesbian & Gay Community Services Center,,,3,,,0,,,3,
BENEFL,,Clarity Benefit Solutions,,BENLIDO,,Lido Lighting Inc.,,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENLIHSTA,,LIH Staffing,,,20,,,0,,,20,
BENEFL,,Clarity Benefit Solutions,,BENLINK,,Link Community School,,,4,,,0,,,4,
BENEFL,,Clarity Benefit Solutions,,BENLIQUID,,"Liquidity Services, Inc.",,,2,,,0,,,2,
BENEFL,,Clarity Benefit Solutions,,BENLISANT,,"Lisanti Capital Growth, LLC",,,1,,,1,,,2,
BENEFL,,Clarity Benefit Solutions,,BENLIVCIT,,"Living Cities, Inc.",,,0,,,2,,,2,
BENEFL,,Clarity Benefit Solutions,,BENLJALT,,LJ Altfest & Co Inc,,,3,,,0,,,3,
BENEFL,,Clarity Benefit Solutions,,BENLOCKS,,Locks Law Firm,,,2,,,1,,,3,
BENEFL,,Clarity Benefit Solutions,,BENLOCUST,,"Locust Street Solutions, LLC",,,3,,,1,,,4,
BENEFL,,Clarity Benefit Solutions,,BENLVYRTR,,"Levy Ratner, P.C.",,,1,,,1,,,2,
BENEFL,,Clarity Benefit Solutions,,BENMADHON,,Madison Honda,,,0,,,1,,,1,
BENEFL,,Clarity Benefit Solutions,,BENMAGIAF,,Magazzino of Italian Art Foundation,,,1,,,2,,,3,
BENEFL,,Clarity Benefit Solutions,,BENMARBAC,,"Marbach America, Inc.",,,0,,,1,,,1,
BENEFL,,Clarity Benefit Solutions,,BENMARINE,,Marine Equipment and Supply Company,,,1,,,2,,,3,
BENEFL,,Clarity Benefit Solutions,,BENMASON,,Southampton Masonry,,,0,,,1,,,1,
BENEFL,,Clarity Benefit Solutions,,BENMASSAR,,"Massar Capital Management, LP",,,0,,,1,,,1,
BENEFL,,Clarity Benefit Solutions,,BENMATERA,,Cristina Matera MD PC,,,0,,,1,,,1,
BENEFL,,Clarity Benefit Solutions,,BENMAYVIN,,"Mayvin, Inc.",,,7,,,0,,,7,
BENEFL,,Clarity Benefit Solutions,,BENMBB,,MBB Auto LLC-Mercedes Benz of Brooklyn,,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENMCHENR,,McHenry & Horan,,,5,,,0,,,5,
BENEFL,,Clarity Benefit Solutions,,BENMCOE,,Mike Chambers Oakhurst Electric,,,0,,,2,,,2,
BENEFL,,Clarity Benefit Solutions,,BENMCSTEM,,Middlesex County STEM Charter School,,,3,,,0,,,3,
BENEFL,,Clarity Benefit Solutions,,BENMDIC,,MDIC,,,3,,,0,,,3,
BENEFL,,Clarity Benefit Solutions,,BENMDTRD,,"Medtrade, Inc. ",,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENMELGAR,,"Melgar Facility Maintenance, LLC",,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENMERCYH,,"Mercy Haven, Inc.",,,0,,,1,,,1,
BENEFL,,Clarity Benefit Solutions,,BENMERRIL,,"Merrill Y. Landis, LTD.",,,1,,,2,,,3,
BENEFL,,Clarity Benefit Solutions,,BENMETART,,"Metropolitan Arts & Antiques Pavilion, L",,,3,,,0,,,3,
BENEFL,,Clarity Benefit Solutions,,BENMETCC,,Metropolis Country Club,,,0,,,2,,,2,
BENEFL,,Clarity Benefit Solutions,,BENMETLAB,,"Metro Analytical Laboratories, LLC ",,,1,,,2,,,3,
BENEFL,,Clarity Benefit Solutions,,BENMETPGA,,Metropolitan Section PGA Inc.,,,1,,,1,,,2,
BENEFL,,Clarity Benefit Solutions,,BENMETROC,,"Metropolitan Contract Carpets, Inc.",,,2,,,0,,,2,
BENEFL,,Clarity Benefit Solutions,,BENMGA,,Metropolitan Golf Association,,,3,,,0,,,3,
